Smiles,Standard Value,Standard Units,Molecule ChEMBL ID,value_nm,LogP,TPSA,MW,pIC50
OC(COc1ccccc1)CN1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,6.23,nM,CHEMBL4587694,6.23,5.171200000000005,45.59,461.0050000000002,8.20551195334083
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2cccc3sccc23)CC1,305.0,nM,CHEMBL4294617,305.0,4.512900000000005,43.86000000000001,439.62500000000017,6.515700160653214
CO[C@@H]1Cc2ccccc2C(=C2CCNCC2)c2ccsc21,23000.0,nM,CHEMBL4115677,23000.0,4.177000000000003,21.259999999999998,311.44999999999993,4.638272163982407
CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,2300.0,nM,CHEMBL534,2300.0,4.014400000000004,20.310000000000002,309.4340000000001,5.638272163982407
CCOCCn1c(C2CCN(CCOC(C)=O)CC2)nc2ccccc21,54.0,nM,CHEMBL5966490,54.0,2.8153000000000006,56.59,359.47,7.267606240177032
CC(C)(C(=O)O)c1ccc(CCN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)cc1,33.91,nM,CHEMBL5542993,33.91,6.336200000000006,53.43,501.07000000000016,7.469672210221914
CC(C)(C(=O)O)c1ccc(CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)cc1,18.36,nM,CHEMBL5560560,18.36,6.2937000000000065,53.43,487.04300000000023,7.7361273231347765
CCOCCn1c(C2CCN(CCOCC(=O)OCC)CC2)nc2ccccc21,169.0,nM,CHEMBL5906049,169.0,2.831900000000001,65.82000000000001,403.5230000000002,6.772113295386326
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,1500000.0,nM,CHEMBL998,1500000.0,4.887800000000005,42.43,382.89100000000025,2.8239087409443187
O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1CCCCN1CCN(c2cccc3sccc23)CC1,174.0,nM,CHEMBL4284346,174.0,3.8346000000000027,43.86000000000001,437.60900000000015,6.7594507517174005
O=c1n(CCCCN2CCN(c3cccc4sccc34)CC2)nc2ccccn12,88.5,nM,CHEMBL4638599,88.5,3.3131000000000013,45.78,407.5430000000002,7.053056729302175
Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,0.644,nM,CHEMBL1172,0.644,4.018900000000002,24.92,310.8280000000001,9.191114132640188
NC(=O)c1cn(CCN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)nn1,12.21,nM,CHEMBL5565071,12.21,3.121900000000002,89.93,448.95800000000025,7.913284336055117
